project_id,project_name,project_type,sector,state,district,constituency,block,village,latitude,longitude,sanction_amount,released_amount,expenditure_amount,start_date,expected_completion_date,actual_completion_date,reported_progress,observed_progress,observed_progress_status,status,agency,data_status,source_type,data_availability_status,anomaly_label,anomaly_category,created_at,updated_at,fused_risk_score,risk_tier
SYN-PRJ-04872,Construction of Public Library and Reading Room at Village Shivnagar,BUILDING,Education & Community,Goa,North Goa,North Goa Parliamentary Constituency,North Goa Block-2,Village Shivnagar,15.124064,74.146553,2005000.0,2005000.0,1887000.0,2023-04-28,2024-01-29,2024-03-14,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716461,2026-09-19 15:04:49.716464,15.0,LOW
SYN-PRJ-04873,Installation of Community Water Purification RO Plant at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Jharkhand,Bokaro,Bokaro Parliamentary Constituency,Bokaro Block-5,Village Sundarpur,23.678897,85.358016,1055000.0,699000.0,343000.0,2022-09-13,2023-01-22,,49.5,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716473,2026-09-19 15:04:49.716476,40.0,MEDIUM
SYN-PRJ-04874,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Mohanpur,WATER_TANK,Drinking Water & Sanitation,Sikkim,South Sikkim,South Sikkim Parliamentary Constituency,South Sikkim Block-3,Village Mohanpur,27.518842,88.37336,1420000.0,844000.0,320000.0,2023-08-08,2023-11-16,,38.5,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716487,2026-09-19 15:04:49.716489,40.0,MEDIUM
SYN-PRJ-04875,Construction of Community Hall and Center at Village Rampur (Phase-1),WATER_TANK,Drinking Water & Sanitation,Goa,South Goa,South Goa Parliamentary Constituency,South Goa Block-4,Village Rampur,15.217451,74.262282,1950000.0,1950000.0,1847000.0,2024-05-07,2024-12-02,2024-12-06,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.716500,2026-09-19 15:04:49.716503,72.0,HIGH
SYN-PRJ-04876,Installation of Solar Dual-Pump Piped Drinking Water System at Village Shivnagar,WATER_TANK,Drinking Water & Sanitation,Tripura,West Tripura,West Tripura Parliamentary Constituency,West Tripura Block-2,Village Shivnagar,23.882645,92.00541,1230000.0,1230000.0,1219000.0,2021-12-24,2022-05-12,2022-05-29,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716513,2026-09-19 15:04:49.716516,15.0,LOW
SYN-PRJ-04877,Construction of Additional Classrooms at Govt High School at Village Sundarpur,BUILDING,Education & Community,Nagaland,Dimapur,Dimapur Parliamentary Constituency,Dimapur Block-1,Village Sundarpur,26.029322,94.60279,1875000.0,1108000.0,362000.0,2021-07-14,2022-05-08,,37.2,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716526,2026-09-19 15:04:49.716529,40.0,MEDIUM
SYN-PRJ-04878,Construction of Community Hall and Center at Village Adarsh Nagar (Phase-1),WATER_TANK,Drinking Water & Sanitation,Jharkhand,Dhanbad,Dhanbad Parliamentary Constituency,Dhanbad Block-5,Village Adarsh Nagar,23.555278,85.405506,1940000.0,1940000.0,1480000.0,2023-09-28,2024-05-22,,82.0,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.716539,2026-09-19 15:04:49.716542,72.0,HIGH
SYN-PRJ-04879,Establishment of Primary Health Sub-Centre Building at Village Mohanpur,BUILDING,Education & Community,Lakshadweep,Kavaratti,Kavaratti Parliamentary Constituency,Kavaratti Block-3,Village Mohanpur,10.659527,72.582215,3485000.0,3485000.0,3106000.0,2024-04-24,2024-12-19,2024-12-28,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716552,2026-09-19 15:04:49.716555,15.0,LOW
SYN-PRJ-04880,Erection of Multi-Purpose Community Hall at Village Gandhi Gram,BUILDING,Education & Community,Odisha,Bhubaneswar,Bhubaneswar Parliamentary Constituency,Bhubaneswar Block-1,Village Gandhi Gram,20.9365,85.032366,445000.0,252000.0,90000.0,2023-07-29,2024-08-17,,40.4,,NOT_AVAILABLE,DELAYED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716565,2026-09-19 15:04:49.716568,40.0,MEDIUM
SYN-PRJ-04881,Construction of Additional Classrooms at Govt High School at Village Mohanpur,BUILDING,Education & Community,Mizoram,Lunglei,Lunglei Parliamentary Constituency,Lunglei Block-2,Village Mohanpur,22.994168,92.834707,3860000.0,3860000.0,3606000.0,2023-11-01,2024-09-01,2024-09-27,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716578,2026-09-19 15:04:49.716581,15.0,LOW
SYN-PRJ-04882,Construction of Community Hall and Center at Village Sundarpur (Phase-1),WATER_TANK,Drinking Water & Sanitation,Assam,Jorhat,Jorhat Parliamentary Constituency,Jorhat Block-2,Village Sundarpur,26.224386,92.976631,235000.0,157000.0,70000.0,2022-10-05,2023-02-05,,49.3,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.716591,2026-09-19 15:04:49.716594,72.0,HIGH
SYN-PRJ-04883,Construction of High-Level Submersible Bridge across Nullah at Village Sundarpur,BRIDGE,Bridges & Culverts,Haryana,Hisar,Hisar Parliamentary Constituency,Hisar Block-3,Village Sundarpur,29.076626,76.049392,2145000.0,1677000.0,994000.0,2023-08-03,2024-05-05,,64.6,,NOT_AVAILABLE,DELAYED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716604,2026-09-19 15:04:49.716607,40.0,MEDIUM
SYN-PRJ-04884,Installation of Community Water Purification RO Plant at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Haryana,Ambala,Ambala Parliamentary Constituency,Ambala Block-1,Village Sundarpur,29.170768,76.093225,1500000.0,500000.0,1200000.0,2023-01-23,2023-04-12,2023-05-18,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,DOCUMENT_INCONSISTENCY,2026-09-19 15:04:49.716617,2026-09-19 15:04:49.716620,80.0,CRITICAL
SYN-PRJ-04885,Erection of Multi-Purpose Community Hall at Village Sundarpur,BUILDING,Education & Community,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman Parliamentary Constituency,Daman Block-5,Village Sundarpur,20.26529,72.804047,775000.0,775000.0,691000.0,2024-10-22,2026-01-02,2026-02-11,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716631,2026-09-19 15:04:49.716633,15.0,LOW
SYN-PRJ-04886,Bituminous Road from Main Highway to Scheduled Village at Village Shivnagar,ROAD,Rural Connectivity & Transport,Assam,Kamrup,Kamrup Parliamentary Constituency,Kamrup Block-4,Village Shivnagar,34.229912,84.471655,3185000.0,3185000.0,2814000.0,2024-01-18,2024-07-10,2024-07-07,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,LOCATION_INCONSISTENCY,2026-09-19 15:04:49.716645,2026-09-19 15:04:49.716648,72.0,HIGH
SYN-PRJ-04887,Widening and Strengthening of Approach Road to Primary Health Centre at Village Kalyanpur,ROAD,Rural Connectivity & Transport,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,Nagpur Block-4,Village Kalyanpur,19.580528,75.688406,1215000.0,1215000.0,1110000.0,2021-11-09,2022-06-27,2022-06-14,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716658,2026-09-19 15:04:49.716661,15.0,LOW
SYN-PRJ-04888,Bituminous Road from Main Highway to Scheduled Village at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Ladakh,Leh,Leh Parliamentary Constituency,Leh Block-5,Village Gandhi Gram,42.616348,86.267588,810000.0,810000.0,707000.0,2022-05-13,2023-01-14,2023-01-11,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,LOCATION_INCONSISTENCY,2026-09-19 15:04:49.716675,2026-09-19 15:04:49.716677,72.0,HIGH
SYN-PRJ-04889,Upgradation of Rural Link Road with Side Drains at Village Mohanpur,ROAD,Rural Connectivity & Transport,Gujarat,Rajkot,Rajkot Parliamentary Constituency,Rajkot Block-3,Village Mohanpur,22.3067,71.212303,1500000.0,500000.0,1200000.0,2023-08-07,2023-12-11,2024-01-14,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,DOCUMENT_INCONSISTENCY,2026-09-19 15:04:49.716689,2026-09-19 15:04:49.716691,80.0,CRITICAL
SYN-PRJ-04890,Upgradation of Rural Link Road with Side Drains at Village Adarsh Nagar,ROAD,Rural Connectivity & Transport,Chandigarh,Chandigarh,Chandigarh Parliamentary Constituency,Chandigarh Block-5,Village Adarsh Nagar,30.833739,76.82362,2900000.0,2039000.0,1127000.0,2021-08-27,2022-04-17,,56.9,,NOT_AVAILABLE,DELAYED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716702,2026-09-19 15:04:49.716704,40.0,MEDIUM
SYN-PRJ-04891,Bituminous Road from Main Highway to Scheduled Village at Village Sundarpur,ROAD,Rural Connectivity & Transport,Puducherry,Karaikal,Karaikal Parliamentary Constituency,Karaikal Block-2,Village Sundarpur,11.886679,79.936877,1870000.0,1583000.0,961000.0,2024-05-04,2024-11-22,,62.4,,NOT_AVAILABLE,DELAYED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716714,2026-09-19 15:04:49.716717,40.0,MEDIUM
SYN-PRJ-04892,Installation of Community Water Purification RO Plant at Village Kalyanpur,WATER_TANK,Drinking Water & Sanitation,Kerala,Kollam,Kollam Parliamentary Constituency,Kollam Block-2,Village Kalyanpur,10.71733,76.30989,1890000.0,1747000.0,1146000.0,2022-08-02,2022-10-22,,73.5,,NOT_AVAILABLE,DELAYED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716727,2026-09-19 15:04:49.716730,40.0,MEDIUM
SYN-PRJ-04893,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Adarsh Nagar",WATER_TANK,Drinking Water & Sanitation,Punjab,Amritsar,Amritsar Parliamentary Constituency,Amritsar Block-5,Village Adarsh Nagar,30.961392,75.365673,1190000.0,848000.0,351000.0,2023-06-11,2023-09-16,,46.6,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716740,2026-09-19 15:04:49.716742,40.0,MEDIUM
SYN-PRJ-04894,Construction of Foot Overbridge for School Commuters at Village Adarsh Nagar,BRIDGE,Bridges & Culverts,Maharashtra,Pune,Pune Parliamentary Constituency,Pune Block-4,Village Adarsh Nagar,19.774659,75.915075,4325000.0,4325000.0,3736000.0,2024-08-02,2026-02-19,2026-03-24,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716753,2026-09-19 15:04:49.716755,15.0,LOW
SYN-PRJ-04895,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,Bhopal Block-1,Village Gandhi Gram,22.785603,78.584794,1740000.0,1740000.0,1660000.0,2021-11-08,2022-02-05,2022-02-19,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716766,2026-09-19 15:04:49.716768,15.0,LOW
SYN-PRJ-04896,Installation of Solar Dual-Pump Piped Drinking Water System at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Tripura,South Tripura,South Tripura Parliamentary Constituency,South Tripura Block-3,Village Gandhi Gram,24.039522,92.028438,1670000.0,1670000.0,1441000.0,2021-08-22,2022-02-20,2022-03-08,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716780,2026-09-19 15:04:49.716783,15.0,LOW
SYN-PRJ-04897,Bituminous Road from Main Highway to Scheduled Village at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman Parliamentary Constituency,Daman Block-2,Village Gandhi Gram,20.202537,72.902164,2770000.0,2770000.0,2405000.0,2021-12-22,2022-10-10,2022-10-27,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716793,2026-09-19 15:04:49.716796,15.0,LOW
SYN-PRJ-04898,Construction of Public Library and Reading Room at Village Gandhi Gram,BUILDING,Education & Community,Sikkim,South Sikkim,South Sikkim Parliamentary Constituency,South Sikkim Block-1,Village Gandhi Gram,27.462102,88.661605,580000.0,374000.0,142000.0,2021-07-04,2022-05-13,,44.6,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716807,2026-09-19 15:04:49.716809,40.0,MEDIUM
SYN-PRJ-04899,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Rampur",WATER_TANK,Drinking Water & Sanitation,Himachal Pradesh,Kangra,Kangra Parliamentary Constituency,Kangra Block-1,Village Rampur,31.098619,77.218443,945000.0,945000.0,892000.0,2024-07-29,2024-10-29,2024-11-18,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716820,2026-09-19 15:04:49.716822,15.0,LOW
SYN-PRJ-04900,Construction of Gram Panchayat Citizen Service Center at Village Sundarpur,BUILDING,Education & Community,Lakshadweep,Kavaratti,Kavaratti Parliamentary Constituency,Kavaratti Block-4,Village Sundarpur,10.552877,72.49973,4380000.0,4380000.0,3991000.0,2024-07-12,2025-11-23,2026-01-01,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716833,2026-09-19 15:04:49.716835,15.0,LOW
SYN-PRJ-04901,Development of Anganwadi Center and Nutrition Hub at Village Kalyanpur,BUILDING,Education & Community,Manipur,Churachandpur,Churachandpur Parliamentary Constituency,Churachandpur Block-3,Village Kalyanpur,24.775757,93.966688,3485000.0,3485000.0,2972000.0,2024-03-25,2025-08-06,2025-07-17,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716847,2026-09-19 15:04:49.716850,15.0,LOW
SYN-PRJ-04902,Widening and Strengthening of Approach Road to Primary Health Centre at Village Adarsh Nagar,ROAD,Rural Connectivity & Transport,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman Parliamentary Constituency,North and Middle Andaman Block-5,Village Adarsh Nagar,12.016776,92.53673,2910000.0,2830000.0,2010000.0,2021-02-13,2021-10-24,,81.7,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716861,2026-09-19 15:04:49.716864,40.0,MEDIUM
SYN-PRJ-04903,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Gandhi Gram",WATER_TANK,Drinking Water & Sanitation,Tripura,Dhalai,Dhalai Parliamentary Constituency,Dhalai Block-3,Village Gandhi Gram,24.039509,91.830815,1710000.0,1710000.0,1668000.0,2021-07-01,2021-09-13,2021-08-15,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716874,2026-09-19 15:04:49.716877,15.0,LOW
SYN-PRJ-04904,Installation of Solar Dual-Pump Piped Drinking Water System at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Madhya Pradesh,Indore,Indore Parliamentary Constituency,Indore Block-2,Village Sundarpur,22.992282,78.774081,850000.0,686000.0,408000.0,2024-03-02,2024-10-17,,69.1,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716889,2026-09-19 15:04:49.716892,40.0,MEDIUM
SYN-PRJ-04905,Major Causeway Reconstruction across Seasonal Stream at Village Gandhi Gram,BRIDGE,Bridges & Culverts,Goa,South Goa,South Goa Parliamentary Constituency,South Goa Block-3,Village Gandhi Gram,15.050644,74.099408,1365000.0,1365000.0,1282000.0,2021-11-12,2023-05-15,2023-06-01,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716903,2026-09-19 15:04:49.716905,15.0,LOW
SYN-PRJ-04906,Construction of Additional Classrooms at Govt High School at Village Mohanpur,BUILDING,Education & Community,Lakshadweep,Kavaratti,Kavaratti Parliamentary Constituency,Kavaratti Block-4,Village Mohanpur,10.499115,72.557465,2185000.0,1171000.0,429000.0,2022-08-15,2023-02-12,,43.0,,NOT_AVAILABLE,DELAYED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716915,2026-09-19 15:04:49.716918,40.0,MEDIUM
SYN-PRJ-04907,Construction of Community Hall and Center at Village Mohanpur (Phase-1),BUILDING,Education & Community,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman Parliamentary Constituency,North and Middle Andaman Block-2,Village Mohanpur,11.786326,92.793082,1290000.0,1290000.0,1138000.0,2023-08-14,2024-12-23,2024-11-25,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.716930,2026-09-19 15:04:49.716932,72.0,HIGH
SYN-PRJ-04908,Establishment of Primary Health Sub-Centre Building at Village Adarsh Nagar,BUILDING,Education & Community,Gujarat,Surat,Surat Parliamentary Constituency,Surat Block-5,Village Adarsh Nagar,22.242707,71.217058,3980000.0,3980000.0,3457000.0,2023-11-10,2024-07-29,2024-07-29,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716943,2026-09-19 15:04:49.716945,15.0,LOW
SYN-PRJ-04909,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Adarsh Nagar",WATER_TANK,Drinking Water & Sanitation,Assam,Kamrup,Kamrup Parliamentary Constituency,Kamrup Block-1,Village Adarsh Nagar,26.214317,92.937816,465000.0,427000.0,264000.0,2024-01-08,2024-09-06,,72.3,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716955,2026-09-19 15:04:49.716958,40.0,MEDIUM
SYN-PRJ-04910,Construction of Public Library and Reading Room at Village Kalyanpur,BUILDING,Education & Community,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,Hyderabad Block-1,Village Kalyanpur,17.981679,79.152313,2645000.0,2645000.0,2502000.0,2022-09-26,2023-12-13,2023-12-19,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716968,2026-09-19 15:04:49.716971,15.0,LOW
SYN-PRJ-04911,Installation of Community Water Purification RO Plant at Village Adarsh Nagar,WATER_TANK,Drinking Water & Sanitation,Assam,Jorhat,Jorhat Parliamentary Constituency,Jorhat Block-4,Village Adarsh Nagar,26.236023,92.984986,340000.0,271000.0,156000.0,2022-05-23,2023-01-09,,65.2,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716981,2026-09-19 15:04:49.716983,40.0,MEDIUM
SYN-PRJ-04912,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Nagaland,Kohima,Kohima Parliamentary Constituency,Kohima Block-2,Village Sundarpur,26.061619,94.507294,295000.0,295000.0,259000.0,2023-09-10,2023-12-21,2024-01-21,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.716994,2026-09-19 15:04:49.716996,15.0,LOW
SYN-PRJ-04913,Bituminous Road from Main Highway to Scheduled Village at Village Kalyanpur,ROAD,Rural Connectivity & Transport,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,Chennai Block-4,Village Kalyanpur,11.105964,78.472805,3210000.0,3210000.0,3165000.0,2023-08-11,2024-01-13,2024-02-26,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717007,2026-09-19 15:04:49.717009,15.0,LOW
SYN-PRJ-04914,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Rampur,WATER_TANK,Drinking Water & Sanitation,Mizoram,Champhai,Champhai Parliamentary Constituency,Champhai Block-2,Village Rampur,22.961936,92.86551,1625000.0,972000.0,350000.0,2021-02-02,2021-07-18,,39.1,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717020,2026-09-19 15:04:49.717022,40.0,MEDIUM
SYN-PRJ-04915,Laying of Interlocking Tile Pavement in Resettlement Colony at Village Kalyanpur,ROAD,Rural Connectivity & Transport,Tripura,West Tripura,West Tripura Parliamentary Constituency,West Tripura Block-1,Village Kalyanpur,24.003502,91.909824,1310000.0,1310000.0,1193000.0,2024-09-22,2025-03-08,2025-03-11,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717033,2026-09-19 15:04:49.717035,15.0,LOW
SYN-PRJ-04916,Widening and Strengthening of Approach Road to Primary Health Centre at Village Rampur,ROAD,Rural Connectivity & Transport,Haryana,Hisar,Hisar Parliamentary Constituency,Hisar Block-1,Village Rampur,28.936543,75.987838,2120000.0,2120000.0,1857000.0,2021-11-05,2022-02-06,2022-03-19,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717046,2026-09-19 15:04:49.717048,15.0,LOW
SYN-PRJ-04917,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Mohanpur",WATER_TANK,Drinking Water & Sanitation,Maharashtra,Pune,Pune Parliamentary Constituency,Pune Block-3,Village Mohanpur,19.696859,75.671437,1365000.0,969000.0,419000.0,2021-11-01,2022-03-11,,49.6,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717058,2026-09-19 15:04:49.717061,40.0,MEDIUM
SYN-PRJ-04918,Construction of Foot Overbridge for School Commuters at Village Rampur,BRIDGE,Bridges & Culverts,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,Ludhiana Block-1,Village Rampur,31.406963,75.467754,2135000.0,2135000.0,1960000.0,2021-01-26,2021-12-30,2022-01-12,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717071,2026-09-19 15:04:49.717074,15.0,LOW
SYN-PRJ-04919,Construction of Community Hall and Center at Village Adarsh Nagar (Phase-1),ROAD,Rural Connectivity & Transport,Andhra Pradesh,Chittoor,Chittoor Parliamentary Constituency,Chittoor Block-1,Village Adarsh Nagar,16.035873,79.88023,1060000.0,541000.0,197000.0,2022-06-27,2023-05-31,,36.4,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.717085,2026-09-19 15:04:49.717087,72.0,HIGH
SYN-PRJ-04920,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Kalyanpur,WATER_TANK,Drinking Water & Sanitation,Arunachal Pradesh,Changlang,Changlang Parliamentary Constituency,Changlang Block-1,Village Kalyanpur,28.098141,94.581116,170000.0,170000.0,163000.0,2023-12-09,2024-05-27,2024-06-16,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.717099,2026-09-19 15:04:49.717102,15.0,LOW
